,node_id,community,Betweenness,Out-degree,In-degree,Clustering,Super-community
968455868516839425,592574,D,9665545342.230284,12178.0,524.0,0.013359551429109951,National elite
388895210,1350245,D,4282119450.538593,11951.0,325.0,0.016020499919218,National elite
4105532853,1264419,D,740864659.7895223,11906.0,29.0,0.005071736000359571,National elite
1168968080690749441,3775253,D,11167677161.53589,11907.0,32.0,0.0022421541757067297,National elite
541125768,5646087,D,11152531528.41318,11893.0,19.0,6.32379617355036e-05,National elite
1229752606714728454,1051883,D,3457764158.9669056,11937.0,455.0,0.0042335372614968215,National elite
956494460166184966,678486,D,34101645760.77938,11780.0,1419.0,0.004027345439020677,National elite
1325563478,2741819,D,1474485869.0390162,11724.0,85.0,0.00684397155254433,National elite
143212610,3117581,D,7986273453.250811,11649.0,109.0,0.006631802068850353,National elite
1106193729235402753,5007457,D,0.0,11613.0,0.0,0.008609802192169736,National elite
14291684,3117580,D,989814303.0010464,11601.0,89.0,0.004495576556116468,National elite
1178622443814084608,7148435,D,1729945643.5382376,11524.0,7.0,0.0014518999618736445,National elite
873736014967255040,12411953,D,159968959.9379002,11442.0,68.0,0.007050471118049188,National elite
33216799,1359977,M,28127458863.03808,11467.0,597.0,0.012439106635509107,National elite
20678866,4992799,D,3358637940.3776326,11602.0,110.0,0.0008394747051259065,National elite
26985345,2868035,D,1955193777.7415504,11399.0,55.0,0.007595266629002969,National elite
420366322,1855167,D,1714511210.3124979,11401.0,65.0,0.0031998305248455146,National elite
1284146730,4836147,D,1875510883.8089178,11391.0,34.0,0.006836824232118692,National elite
1539378523,217116,D,33000865926.285778,11442.0,501.0,0.021678296240524468,National elite
40713876,252793,D,20592747226.860268,11236.0,168.0,0.0026592885233201785,National elite
14700117,1592729,D,14532446921.013334,11246.0,67.0,0.0011527281619939402,National elite
254515782,3549024,M,852034665.4943318,11227.0,18.0,0.0102342166370802,National elite
185614627,845094,M,12582088622.816385,11181.0,1133.0,0.03322527504819563,National elite
3391985055,1360866,D,1317244106.2443023,11153.0,119.0,0.01107571842908605,National elite
160926944,5581892,D,10438174366.000952,11541.0,19.0,0.0018235025800896916,National elite
3380282686,17977511,D,0.0,11099.0,387.0,0.004525567664400158,National elite
63362429,3162945,M,2255914667.3677273,11100.0,700.0,0.0017042445665773531,National elite
36924726,1065330,D,2294543167.9925585,11048.0,69.0,0.006081447245553314,National elite
1113747629282930688,541663,D,35023812963.84275,11069.0,108.0,0.0008206220461993109,National elite
902620050636595203,17813456,D,213913697.1325138,11051.0,1.0,0.011318798322198596,National elite
568143078,5527392,D,645273216.9798508,10980.0,27.0,0.005559131055182424,National elite
386090305,452930,D,22303580307.60438,10989.0,930.0,0.009372922802973478,National elite
38205414,423457,D,27464038377.87987,10981.0,1667.0,0.022181339719856915,National elite
19491239,1684683,D,8570631921.766501,11251.0,258.0,0.010636445667659413,National elite
18391051,1393763,I,5532659943.461667,10898.0,241.0,0.00027555648465347424,National elite
492034711,1679926,D,4257092979.8988147,10845.0,134.0,0.005296625671650064,National elite
2827556878,141381,D,7397942438.162607,10861.0,122.0,0.009913215685182166,National elite
16313405,3787855,J,1743955778.153931,10887.0,42.0,0.0013827104488667045,National elite
283025603,992489,D,7543281003.728169,10845.0,55.0,0.00039501643882408085,National elite
789931818644561921,1071747,D,2140635551.4393048,10795.0,68.0,0.010719989215198275,National elite
69008563,14110024,I,12484583634.269121,10809.0,3.0,6.329472616288046e-05,National elite
48624704,786252,M,3593024015.0381875,10752.0,181.0,0.013296763184117112,National elite
2915954031,206824,J,9383533489.485985,10744.0,2007.0,0.028235169531256033,National elite
114505454,5279028,D,3313301046.399029,11065.0,45.0,0.004171405171901654,National elite
554648712,1175448,D,1843241593.5586565,10747.0,112.0,0.006824413261097249,National elite
18809812,918392,D,3119657227.2472563,10707.0,93.0,0.00569014727964949,National elite
1198690393,542467,D,35132687978.08868,10655.0,169.0,0.0008718785413649543,National elite
901386473815121920,1361072,D,4332654961.385303,10646.0,783.0,0.017694376367314402,National elite
141379865,10178365,J,4787718142.903656,10620.0,99.0,0.0005855471340488172,National elite
143039548,3775524,D,18177450834.09446,10627.0,75.0,0.0005337384032116521,National elite
18674588,1553112,D,2050369532.9329908,10623.0,42.0,0.005445872016865091,National elite
75742264,672824,D,2356789914.945114,10651.0,197.0,0.0007208839685892649,National elite
586032653,14259242,I,3328618123.507666,10558.0,24.0,0.0002881646523861729,National elite
305023825,748317,D,2675897715.6112857,10467.0,83.0,0.011584359969018953,National elite
314548237,288880,D,10318548122.290447,10447.0,591.0,0.011383322050628407,National elite
246178914,1168187,M,4068601095.5957294,10471.0,90.0,0.006965009144296755,National elite
51837775,2137735,D,38272108105.18175,10517.0,208.0,0.0032772630298108923,National elite
4086538637,1672376,J,4303281770.780142,10401.0,465.0,0.009222861688847719,National elite
125486974,3541896,M,1682338007.314269,10500.0,156.0,0.009790939194927193,National elite
219275799,4836272,D,810287368.7699578,10337.0,20.0,0.002831335404028014,National elite
3171668783,1249700,D,4354350099.27391,10382.0,164.0,0.005060346506816019,National elite
42985637,8975057,M,1558500183.9924746,10335.0,153.0,0.0010512878453149204,National elite
138749160,1385296,D,4002646735.726471,10376.0,315.0,0.0006496948773086639,National elite
61211629,859540,D,2032967119.3882582,10284.0,52.0,0.007224243229447937,National elite
1008103433822351360,206582,J,4481151594.853678,10264.0,560.0,0.020479315645566584,National elite
452100948,10330937,D,6594896969.875367,10316.0,14.0,0.0010041990529795408,National elite
981100990089846786,3723724,D,547364940.1381274,10376.0,22.0,0.002275741719297324,National elite
1090411244,2224930,D,10188990314.895676,10239.0,26.0,0.0018442727149374824,National elite
14787713,4305314,I,3994229426.105046,10265.0,383.0,0.00030285263571795597,National elite
423610335,18929533,J,0.0,10209.0,0.0,0.00852655268867272,National elite
56905881,3640607,J,577047854.2406173,10156.0,24.0,0.011392985225494676,National elite
21765319,4079434,D,10787836303.370834,10161.0,36.0,0.0011123951939443944,National elite
927388044,712625,M,2849647230.712305,10259.0,204.0,0.025345104916248414,National elite
19983221,99569,D,6823746614.561466,10239.0,248.0,0.0014387018856408733,National elite
92398758,1225350,D,880527944.2640212,11205.0,7.0,0.0024950674947283773,National elite
576682647,423474,D,2660027951.1710596,10103.0,52.0,0.003806328692829565,National elite
2524538106,3225003,D,6770630646.545512,10118.0,24.0,0.0010104411496262434,National elite
36375825,417529,J,7704712659.843096,10085.0,179.0,0.0008801936062800997,National elite
1356569509,2918412,D,583203419.0517201,9885.0,3.0,0.0003744386420016555,National elite
1380753061,250928,J,8441840158.92967,9891.0,167.0,0.008465288641718128,National elite
19884529,1337816,D,4369299657.553735,9863.0,44.0,0.003953417621268897,National elite
846037320667217921,1860162,D,2007921830.7829425,9851.0,169.0,0.013204698266896764,National elite
135857034,543750,D,12823050877.90386,9806.0,718.0,0.02109821561465544,National elite
40451753,7163653,D,4626065198.900513,9777.0,24.0,0.0037286684206467424,National elite
328634628,1063997,D,1348769557.0270708,9683.0,73.0,0.007313396152561516,National elite
260211154,2721746,D,7475637296.370137,9810.0,66.0,0.00223850993602157,National elite
2196203149,6545436,D,1022513675.8739603,9655.0,9.0,0.0061852309524324306,National elite
3664109892,2888750,J,338054125.9688053,9689.0,54.0,0.009684102609902634,National elite
956171191,802771,D,14106860280.421003,9631.0,267.0,0.004780713913056954,National elite
4865478792,204376,J,3171235002.1666684,9691.0,349.0,0.017179782552891678,National elite
19000033,2553860,J,4765193659.729069,9667.0,210.0,0.001406126701576541,National elite
78298637,2373047,D,6266303916.327258,9627.0,4.0,0.0005186512750579308,National elite
331868929,901510,D,29081531805.418446,9736.0,745.0,0.012457051844975942,National elite
801997428,9841716,D,1154918929.979299,9589.0,19.0,0.008259044086482285,National elite
11254852,2867843,D,15206126462.326647,9581.0,231.0,0.0024369739114317745,National elite
21419504,2641684,I,4051469494.853271,9629.0,415.0,0.00038196044149901756,National elite
2163114691,3775835,D,3763705501.270164,9588.0,29.0,0.0004968096035138499,National elite
12588712,1740966,D,3382255445.175207,9504.0,79.0,0.007913282071995252,National elite
997850973266587648,862271,D,2415449812.327096,9515.0,1065.0,0.020070442328977693,National elite
229957245,1848884,D,3824539175.6817594,9481.0,11.0,0.0011156344348097868,National elite
723896723794440193,101591,D,4115317993.5882025,9461.0,7633.0,0.02756396350867825,National elite
3815935215,4104443,D,1996984232.1843224,9389.0,78.0,0.006126223937913425,National elite
1098254690628833282,4722565,D,5139707803.082032,9386.0,33.0,0.013700245246820997,National elite
17659340,11942089,J,1376210375.1881416,9550.0,34.0,0.0009962330856614454,National elite
315187614,279770,D,15475472279.830898,9422.0,270.0,0.009207733401659271,National elite
1444110548,1747955,D,1041472113.4665499,9482.0,44.0,0.0065760693277907775,National elite
1108477440517656576,591369,D,11511508582.931093,9368.0,939.0,0.029006678113818525,National elite
161505969,8253688,J,2217381560.8229423,9389.0,23.0,0.004145141403166061,National elite
51378058,728803,D,17684963136.068768,9548.0,831.0,0.030444914117812655,National elite
2938261973,4717042,D,2796981970.7728896,9189.0,38.0,0.00975861028263172,National elite
207441433,251534,D,8322147784.338564,9182.0,102.0,0.001556133417001984,National elite
26036200,789380,D,1236224912.0134034,9190.0,236.0,0.005718004210196332,National elite
15082486,687588,D,8704010563.521042,9089.0,236.0,0.017341565767902897,National elite
538078599,636015,D,7366539268.329436,9221.0,241.0,0.007501574404504649,National elite
782935785658052612,218778,D,2053790735.6281388,9090.0,287.0,0.02191591745059683,National elite
237753770,1476017,D,6987323635.493287,9103.0,93.0,0.004605812460484577,National elite
36065127,2553897,J,1896677166.1455808,9036.0,39.0,0.0043254092141828335,National elite
465973,13732109,D,1348507994.9393482,9055.0,30.0,0.006679841471170534,National elite
2494186513,859000,D,6781168318.979308,8988.0,86.0,0.013735278585173346,National elite
886776512426328064,11963702,J,18866796845.18614,9013.0,6.0,0.00038354115981367986,National elite
2490890594,15521809,M,0.0,8968.0,0.0,0.015083033084072855,National elite
94021685,902606,J,901599475.4366492,8982.0,183.0,0.01781908294762895,National elite
121639467,3162932,M,1638030318.4394226,8983.0,334.0,0.0014775476890871414,National elite
15486485,140276,M,112814007499.5538,8917.0,3145.0,0.013706984386856524,National elite
2373735295,713375,D,2131192219.156062,9028.0,125.0,0.0005448903868789998,National elite
256360738,15354828,J,520659466.2098184,8937.0,2.0,0.005352842328270388,National elite
2339238427,14950585,D,0.0,8891.0,1.0,0.0028703140490522056,National elite
147991962,251036,D,8360100658.315411,8943.0,66.0,0.0009897372289577244,National elite
1236816024281976833,1584593,J,4545726369.155712,8987.0,69.0,0.003449040002828213,National elite
32201814,4698130,M,1179179138.7772658,8985.0,82.0,0.0031243915910637507,National elite
5838002,3589957,D,1950099493.29215,8931.0,25.0,0.0040885250718073265,National elite
50560529,409726,M,16927104146.99478,8820.0,960.0,0.018368133972262623,National elite
32456965,164866,D,31999147760.182644,8798.0,1216.0,0.026200469143743868,National elite
1189205972,7450212,D,6774084444.018137,8769.0,34.0,0.0022676123458258645,National elite
42836999,1579550,J,995032881.784998,8734.0,57.0,0.006928017187196453,National elite
89522068,3544004,J,3876767929.873702,8756.0,19.0,0.0009867486835987874,National elite
23813407,7562172,D,8562645936.127441,8674.0,60.0,0.005600118353748003,National elite
233186560,2372986,D,2732637550.899347,8654.0,32.0,0.0040575012078451315,National elite
1153929160961744899,77907,D,42813498866.19008,8698.0,2856.0,0.027339508373310603,National elite
4203239195,218263,D,7599654552.447494,8735.0,380.0,0.016606439544269835,National elite
224749835,448838,D,105876978422.77892,8663.0,738.0,0.01754148158324556,National elite
290735485,4059053,D,9154457031.618107,8591.0,40.0,0.001082376919723677,National elite
465936656,1178158,M,2507220968.9131465,8560.0,729.0,0.03534192211343813,National elite
721103906416173056,206934,J,10406638523.1261,8556.0,638.0,0.01660967286304796,National elite
1035418272764715008,140756,D,85064856308.43095,8523.0,2732.0,0.015351543310380892,National elite
267570919,2560341,M,2719529663.496364,8480.0,250.0,0.019908098244820514,National elite
726886205913223168,253490,D,10096698180.798754,8463.0,138.0,0.004728953663019305,National elite
16805695,1353891,D,7494808428.174396,8436.0,39.0,0.0018400558018804116,National elite
60779696,1178187,M,2015880047.1485193,8435.0,383.0,0.03515220611443149,National elite
234150842,5109989,D,12557540579.826744,8418.0,35.0,0.00022621219804911635,National elite
49682880,8691162,D,801983868.824295,8407.0,24.0,0.01028299661276467,National elite
1158193640,3731872,D,367152146.71427226,8393.0,51.0,0.012135855574757033,National elite
64703161,10441837,J,3704310942.0247917,8718.0,16.0,0.0023353432804439403,National elite
1175735630636208130,701843,D,1893475157.6764932,8348.0,737.0,0.025635257166907267,National elite
158021529,1324506,D,2721075735.2667823,8325.0,105.0,0.011347576843367862,National elite
28076811,2741846,D,14269820735.013447,8332.0,242.0,0.002441503365273839,National elite
69298376,289823,D,9478838980.706911,8330.0,32.0,0.0018499172446362286,National elite
102955736,640661,D,54391192955.890366,8299.0,413.0,0.009997587058388623,National elite
227530730,7989599,D,4104794535.812453,8293.0,7.0,0.0002620886303999967,National elite
18655484,9458044,I,0.0,8297.0,181.0,0.0013677732961009412,National elite
61183568,4836511,D,6533324928.140258,8232.0,154.0,0.0038900828769187134,National elite
385306338,7458929,D,691889097.7144731,8229.0,23.0,0.006759565071505654,National elite
926019424154349568,12337624,M,272251006.8235192,8272.0,4.0,0.007399563512269271,National elite
21212604,9827419,J,2121573922.3343787,8270.0,74.0,0.0012706748126356867,National elite
524545961,253137,D,8705585567.363153,8202.0,124.0,0.005278549814887224,National elite
98583506,3386145,D,1826503879.005617,8311.0,33.0,0.0063857783042545095,National elite
550250082,2009225,J,2387107396.265271,8137.0,238.0,0.010985939545925404,National elite
64359745,253378,D,9846999016.725576,8129.0,780.0,0.017447357311636505,National elite
